#BDM_EPT_DATA_VERSION_20150828														
#gives_all_records_of_macroinvertebrates_from_2009-2014														
sort_nr	year	locality	xkoord	ykoord	drainage	species	genus	family	order	class	IBCH_EPT	nr_ind		
2479	2009	593238	594002	238627	RHEIN	Baetis_rhodani	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	1		
2512	2009	599190	599364	191089	RHEIN	Baetis_rhodani	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	1		
2550	2009	617214	617790	215000	RHEIN	Baetis_rhodani	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	1		
2602	2009	623246	623000	246600	RHEIN	Baetis_rhodani	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	1		
2640	2009	647198	647365	198007	RHEIN	Baetis_rhodani	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	1		
2683	2009	653174	653061	174730	RHEIN	Baetis_rhodani	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	1		
2716	2009	671246	671000	246245	RHEIN	Baetis_rhodani	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	1		
2750	2009	683214	683015	214059	RHEIN	Baetis_rhodani	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	1		
2784	2009	695246	695003	246778	RHEIN	Baetis_rhodani	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	1		
2805	2009	707166	707793	166000	RHEIN	Baetis_rhodani	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	1		
2834	2009	707246	707000	246000	RHEIN	Baetis_rhodani	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	1		
2923	2009	719086	720014	86071	TICINO	Baetis_rhodani	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	1		
2944	2009	719278	718999	278231	RHEIN	Baetis_rhodani	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	1		
2980	2009	725174	725019	175000	RHEIN	Baetis_rhodani	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	1		
3007	2009	725222	725782	220007	RHEIN	Baetis_rhodani	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	1		
3042	2009	743222	743822	221990	RHEIN	Baetis_rhodani	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	1		
3053	2009	773142	773190	142000	INN	Baetis_rhodani	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	1		
2393	2009	551166	550962	166394	RHEIN	Baetis_vernus	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	1		
2785	2009	695246	695003	246778	RHEIN	Baetis_vernus	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	1		
2354	2009	539198	539500	198000	RHEIN	Centroptilum_luteolum	Centroptilum	Baetidae	Ephemeroptera	Insecta	EPT	1		
2446	2009	587207	587612	207000	RHEIN	Centroptilum_luteolum	Centroptilum	Baetidae	Ephemeroptera	Insecta	EPT	1		
2718	2009	671246	671000	246245	RHEIN	Centroptilum_luteolum	Centroptilum	Baetidae	Ephemeroptera	Insecta	EPT	1		
2837	2009	707246	707000	246000	RHEIN	Centroptilum_luteolum	Centroptilum	Baetidae	Ephemeroptera	Insecta	EPT	1		
2947	2009	719278	718999	278231	RHEIN	Centroptilum_luteolum	Centroptilum	Baetidae	Ephemeroptera	Insecta	EPT	1		
2300	2010	542155	542000	155385	RHONE	Alainites_muticus	Alainites	Baetidae	Ephemeroptera	Insecta	EPT	2		
2220	2010	554163	554000	163560	RHEIN	Alainites_muticus	Alainites	Baetidae	Ephemeroptera	Insecta	EPT	11		
2190	2010	560147	560578	148000	RHONE	Alainites_muticus	Alainites	Baetidae	Ephemeroptera	Insecta	EPT	11		
2106	2010	566171	566355	172000	RHEIN	Alainites_muticus	Alainites	Baetidae	Ephemeroptera	Insecta	EPT	101		
2078	2010	572155	572423	155000	RHEIN	Alainites_muticus	Alainites	Baetidae	Ephemeroptera	Insecta	EPT	1		
2049	2010	578139	578000	139423	RHEIN	Alainites_muticus	Alainites	Baetidae	Ephemeroptera	Insecta	EPT	1		
2026	2010	578179	579000	179644	RHEIN	Alainites_muticus	Alainites	Baetidae	Ephemeroptera	Insecta	EPT	2		
2010	2010	584123	584757	124000	RHONE	Alainites_muticus	Alainites	Baetidae	Ephemeroptera	Insecta	EPT	7		
1937	2010	590147	591000	147114	RHEIN	Alainites_muticus	Alainites	Baetidae	Ephemeroptera	Insecta	EPT	3		
1830	2010	608179	608000	179438	RHEIN	Alainites_muticus	Alainites	Baetidae	Ephemeroptera	Insecta	EPT	10		
1794	2010	608219	608000	219129	RHEIN	Alainites_muticus	Alainites	Baetidae	Ephemeroptera	Insecta	EPT	3		
1764	2010	608259	608244	260000	RHEIN	Alainites_muticus	Alainites	Baetidae	Ephemeroptera	Insecta	EPT	4		
1663	2010	620187	620308	188000	RHEIN	Alainites_muticus	Alainites	Baetidae	Ephemeroptera	Insecta	EPT	1		
1640	2010	626131	626000	131523	RHONE	Alainites_muticus	Alainites	Baetidae	Ephemeroptera	Insecta	EPT	7		
1602	2010	626211	626000	211994	RHEIN	Alainites_muticus	Alainites	Baetidae	Ephemeroptera	Insecta	EPT	11		
1566	2010	626251	626000	251376	RHEIN	Alainites_muticus	Alainites	Baetidae	Ephemeroptera	Insecta	EPT	6		
1443	2010	638219	639000	219094	RHEIN	Alainites_muticus	Alainites	Baetidae	Ephemeroptera	Insecta	EPT	6		
1406	2010	644163	644000	163552	RHEIN	Alainites_muticus	Alainites	Baetidae	Ephemeroptera	Insecta	EPT	11		
1381	2010	644203	644000	203736	RHEIN	Alainites_muticus	Alainites	Baetidae	Ephemeroptera	Insecta	EPT	3		
1344	2010	644243	644000	243851	RHEIN	Alainites_muticus	Alainites	Baetidae	Ephemeroptera	Insecta	EPT	2		
1299	2010	650187	650000	187493	RHEIN	Alainites_muticus	Alainites	Baetidae	Ephemeroptera	Insecta	EPT	1		
1268	2010	650267	651000	267979	RHEIN	Alainites_muticus	Alainites	Baetidae	Ephemeroptera	Insecta	EPT	11		
1185	2010	662195	662000	195645	RHEIN	Alainites_muticus	Alainites	Baetidae	Ephemeroptera	Insecta	EPT	2		
1143	2010	668259	668648	260000	RHEIN	Alainites_muticus	Alainites	Baetidae	Ephemeroptera	Insecta	EPT	11		
1082	2010	674243	674435	244000	RHEIN	Alainites_muticus	Alainites	Baetidae	Ephemeroptera	Insecta	EPT	101		
994	2010	692115	692428	116000	TICINO	Alainites_muticus	Alainites	Baetidae	Ephemeroptera	Insecta	EPT	11		
906	2010	692235	692000	235820	RHEIN	Alainites_muticus	Alainites	Baetidae	Ephemeroptera	Insecta	EPT	11		
865	2010	698259	698709	260000	RHEIN	Alainites_muticus	Alainites	Baetidae	Ephemeroptera	Insecta	EPT	11		
725	2010	710267	710442	268000	RHEIN	Alainites_muticus	Alainites	Baetidae	Ephemeroptera	Insecta	EPT	1		
697	2010	716131	716000	131574	TICINO	Alainites_muticus	Alainites	Baetidae	Ephemeroptera	Insecta	EPT	101		
649	2010	716251	716000	251031	RHEIN	Alainites_muticus	Alainites	Baetidae	Ephemeroptera	Insecta	EPT	2		
615	2010	722115	723000	115794	TICINO	Alainites_muticus	Alainites	Baetidae	Ephemeroptera	Insecta	EPT	11		
552	2010	722235	722000	235476	RHEIN	Alainites_muticus	Alainites	Baetidae	Ephemeroptera	Insecta	EPT	101		
511	2010	728179	729000	179796	RHEIN	Alainites_muticus	Alainites	Baetidae	Ephemeroptera	Insecta	EPT	1		
487	2010	728219	728000	219416	RHEIN	Alainites_muticus	Alainites	Baetidae	Ephemeroptera	Insecta	EPT	11		
456	2010	728259	728000	259216	RHEIN	Alainites_muticus	Alainites	Baetidae	Ephemeroptera	Insecta	EPT	4		
431	2010	734243	734701	244000	RHEIN	Alainites_muticus	Alainites	Baetidae	Ephemeroptera	Insecta	EPT	101		
350	2010	746211	746534	212000	RHEIN	Alainites_muticus	Alainites	Baetidae	Ephemeroptera	Insecta	EPT	2		
311	2010	746251	746000	251546	RHEIN	Alainites_muticus	Alainites	Baetidae	Ephemeroptera	Insecta	EPT	101		
190	2010	770187	770176	188000	RHEIN	Alainites_muticus	Alainites	Baetidae	Ephemeroptera	Insecta	EPT	2		
2299	2010	542155	542000	155385	RHONE	Baetis_alpinus	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	11		
2269	2010	548219	548785	219000	RHONE	Baetis_alpinus	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	2		
2189	2010	560147	560578	148000	RHONE	Baetis_alpinus	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	3		
2137	2010	566131	566591	131000	RHONE	Baetis_alpinus	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	11		
2105	2010	566171	566355	172000	RHEIN	Baetis_alpinus	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	11		
2077	2010	572155	572423	155000	RHEIN	Baetis_alpinus	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	9		
2048	2010	578139	578000	139423	RHEIN	Baetis_alpinus	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	11		
2025	2010	578179	579000	179644	RHEIN	Baetis_alpinus	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	9		
2009	2010	584123	584757	124000	RHONE	Baetis_alpinus	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	5		
1954	2010	590107	590000	107645	RHONE	Baetis_alpinus	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	10		
1936	2010	590147	591000	147114	RHEIN	Baetis_alpinus	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	101		
1911	2010	596171	596344	172000	RHEIN	Baetis_alpinus	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	11		
1873	2010	602155	602772	156000	RHEIN	Baetis_alpinus	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	11		
1850	2010	608099	608906	100000	RHONE	Baetis_alpinus	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	11		
1737	2010	614203	615000	203459	RHEIN	Baetis_alpinus	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	8		
1693	2010	614243	614000	243915	RHEIN	Baetis_alpinus	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	11		
1662	2010	620187	620308	188000	RHEIN	Baetis_alpinus	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	11		
1639	2010	626131	626000	131523	RHONE	Baetis_alpinus	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	11		
1601	2010	626211	626000	211994	RHEIN	Baetis_alpinus	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	10		
1546	2010	632155	632000	155855	RHEIN	Baetis_alpinus	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	7		
1528	2010	632195	632013	196000	RHEIN	Baetis_alpinus	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	101		
1442	2010	638219	639000	219094	RHEIN	Baetis_alpinus	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	11		
1405	2010	644163	644000	163552	RHEIN	Baetis_alpinus	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	11		
1380	2010	644203	644000	203736	RHEIN	Baetis_alpinus	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	101		
1319	2010	650107	650000	107926	TICINO	Baetis_alpinus	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	101		
1298	2010	650187	650000	187493	RHEIN	Baetis_alpinus	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	11		
1253	2010	656131	656366	132000	RHONE	Baetis_alpinus	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	11		
1237	2010	656171	656000	171980	RHEIN	Baetis_alpinus	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	11		
1165	2010	668179	668000	179480	RHEIN	Baetis_alpinus	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	11		
1117	2010	674203	674000	203206	RHEIN	Baetis_alpinus	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	101		
1081	2010	674243	674435	244000	RHEIN	Baetis_alpinus	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	2		
1058	2010	680147	680000	147555	TICINO	Baetis_alpinus	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	11		
1038	2010	686171	686000	171624	RHEIN	Baetis_alpinus	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	11		
993	2010	692115	692428	116000	TICINO	Baetis_alpinus	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	11		
970	2010	692155	692000	155008	TICINO	Baetis_alpinus	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	11		
942	2010	692195	692912	196000	RHEIN	Baetis_alpinus	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	11		
905	2010	692235	692000	235820	RHEIN	Baetis_alpinus	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	11		
843	2010	704163	705000	163504	RHEIN	Baetis_alpinus	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	11		
780	2010	710147	711000	147400	TICINO	Baetis_alpinus	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	1		
752	2010	710227	710220	228000	RHEIN	Baetis_alpinus	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	4		
724	2010	710267	710442	268000	RHEIN	Baetis_alpinus	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	2		
696	2010	716131	716000	131574	TICINO	Baetis_alpinus	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	11		
668	2010	716171	716309	172000	RHEIN	Baetis_alpinus	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	11		
648	2010	716251	716000	251031	RHEIN	Baetis_alpinus	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	11		
614	2010	722115	723000	115794	TICINO	Baetis_alpinus	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	11		
587	2010	722155	722814	155000	RHEIN	Baetis_alpinus	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	101		
571	2010	722195	722000	195042	RHEIN	Baetis_alpinus	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	101		
551	2010	722235	722000	235476	RHEIN	Baetis_alpinus	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	11		
510	2010	728179	729000	179796	RHEIN	Baetis_alpinus	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	1		
486	2010	728219	728000	219416	RHEIN	Baetis_alpinus	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	11		
430	2010	734243	734701	244000	RHEIN	Baetis_alpinus	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	5		
380	2010	746171	747000	171678	RHEIN	Baetis_alpinus	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	3		
349	2010	746211	746534	212000	RHEIN	Baetis_alpinus	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	11		
310	2010	746251	746000	251546	RHEIN	Baetis_alpinus	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	2		
277	2010	758139	758000	139655	RHEIN	Baetis_alpinus	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	11		
254	2010	758259	758284	260000	RHEIN	Baetis_alpinus	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	1		
236	2010	764163	764000	163171	RHEIN	Baetis_alpinus	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	1		
218	2010	770147	770878	148000	RHEIN	Baetis_alpinus	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	11		
189	2010	770187	770176	188000	RHEIN	Baetis_alpinus	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	11		
171	2010	776171	776492	171000	RHEIN	Baetis_alpinus	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	101		
145	2010	776211	776000	211195	RHEIN	Baetis_alpinus	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	7		
120	2010	782155	782974	155000	INN	Baetis_alpinus	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	11		
10018	2010	788179	788000	179433	RHEIN	Baetis_alpinus	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	404		
86	2010	794163	794000	163314	INN	Baetis_alpinus	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	101		
56	2010	806131	806000	131059	ADDA	Baetis_alpinus	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	11		
35	2010	818179	819000	179956	INN	Baetis_alpinus	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	101		
14	2010	824203	824033	204000	INN	Baetis_alpinus	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	101		
1013	2010	686251	686000	251652	RHEIN	Baetis_buceratus	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	11		
2268	2010	548219	548785	219000	RHONE	Baetis_lutheri_Komplex	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	8		
#2266	2010	548219	548785	219000	RHONE	Baetis_lutheri_Komplex	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	1		
1736	2010	614203	615000	203459	RHEIN	Baetis_lutheri_Komplex	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	2		
1565	2010	626251	626000	251376	RHEIN	Baetis_lutheri_Komplex	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	9		
1207	2010	656251	656000	251620	RHEIN	Baetis_lutheri_Komplex	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	11		
#1205	2010	656251	656000	251620	RHEIN	Baetis_lutheri_Komplex	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	1		
817	2010	704243	704000	243357	RHEIN	Baetis_lutheri_Komplex	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	11		
723	2010	710267	710442	268000	RHEIN	Baetis_lutheri_Komplex	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	2		
402	2010	740267	740000	267496	RHEIN	Baetis_lutheri_Komplex	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	1		
878	2010	692275	692000	275516	RHEIN	Baetis_pentaphlebodes	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	11		
2298	2010	542155	542000	155385	RHONE	Baetis_rhodani	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	8		
2267	2010	548219	548785	219000	RHONE	Baetis_rhodani	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	11		
2219	2010	554163	554000	163560	RHEIN	Baetis_rhodani	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	11		
2188	2010	560147	560578	148000	RHONE	Baetis_rhodani	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	11		
2136	2010	566131	566591	131000	RHONE	Baetis_rhodani	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	11		
2104	2010	566171	566355	172000	RHEIN	Baetis_rhodani	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	11		
2076	2010	572155	572423	155000	RHEIN	Baetis_rhodani	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	11		
2047	2010	578139	578000	139423	RHEIN	Baetis_rhodani	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	1		
2024	2010	578179	579000	179644	RHEIN	Baetis_rhodani	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	11		
2008	2010	584123	584757	124000	RHONE	Baetis_rhodani	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	1		
1978	2010	584243	584000	243405	RHEIN	Baetis_rhodani	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	101		
1935	2010	590147	591000	147114	RHEIN	Baetis_rhodani	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	8		
1872	2010	602155	602772	156000	RHEIN	Baetis_rhodani	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	3		
1829	2010	608179	608000	179438	RHEIN	Baetis_rhodani	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	4		
1793	2010	608219	608000	219129	RHEIN	Baetis_rhodani	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	11		
1763	2010	608259	608244	260000	RHEIN	Baetis_rhodani	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	11		
1735	2010	614203	615000	203459	RHEIN	Baetis_rhodani	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	11		
1692	2010	614243	614000	243915	RHEIN	Baetis_rhodani	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	9		
1661	2010	620187	620308	188000	RHEIN	Baetis_rhodani	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	101		
1600	2010	626211	626000	211994	RHEIN	Baetis_rhodani	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	11		
1564	2010	626251	626000	251376	RHEIN	Baetis_rhodani	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	11		
1527	2010	632195	632013	196000	RHEIN	Baetis_rhodani	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	11		
1441	2010	638219	639000	219094	RHEIN	Baetis_rhodani	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	8		
1404	2010	644163	644000	163552	RHEIN	Baetis_rhodani	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	11		
1379	2010	644203	644000	203736	RHEIN	Baetis_rhodani	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	11		
1343	2010	644243	644000	243851	RHEIN	Baetis_rhodani	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	9		
1297	2010	650187	650000	187493	RHEIN	Baetis_rhodani	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	10		
1206	2010	656251	656000	251620	RHEIN	Baetis_rhodani	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	11		
1184	2010	662195	662000	195645	RHEIN	Baetis_rhodani	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	7		
1142	2010	668259	668648	260000	RHEIN	Baetis_rhodani	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	4		
1116	2010	674203	674000	203206	RHEIN	Baetis_rhodani	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	101		
1080	2010	674243	674435	244000	RHEIN	Baetis_rhodani	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	2		
1012	2010	686251	686000	251652	RHEIN	Baetis_rhodani	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	2		
992	2010	692115	692428	116000	TICINO	Baetis_rhodani	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	5		
969	2010	692155	692000	155008	TICINO	Baetis_rhodani	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	6		
941	2010	692195	692912	196000	RHEIN	Baetis_rhodani	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	5		
904	2010	692235	692000	235820	RHEIN	Baetis_rhodani	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	11		
877	2010	692275	692000	275516	RHEIN	Baetis_rhodani	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	11		
864	2010	698259	698709	260000	RHEIN	Baetis_rhodani	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	8		
816	2010	704243	704000	243357	RHEIN	Baetis_rhodani	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	11		
779	2010	710147	711000	147400	TICINO	Baetis_rhodani	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	2		
751	2010	710227	710220	228000	RHEIN	Baetis_rhodani	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	101		
722	2010	710267	710442	268000	RHEIN	Baetis_rhodani	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	101		
695	2010	716131	716000	131574	TICINO	Baetis_rhodani	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	2		
667	2010	716171	716309	172000	RHEIN	Baetis_rhodani	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	1		
647	2010	716251	716000	251031	RHEIN	Baetis_rhodani	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	11		
613	2010	722115	723000	115794	TICINO	Baetis_rhodani	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	8		
550	2010	722235	722000	235476	RHEIN	Baetis_rhodani	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	11		
509	2010	728179	729000	179796	RHEIN	Baetis_rhodani	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	6		
485	2010	728219	728000	219416	RHEIN	Baetis_rhodani	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	4		
455	2010	728259	728000	259216	RHEIN	Baetis_rhodani	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	101		
429	2010	734243	734701	244000	RHEIN	Baetis_rhodani	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	11		
401	2010	740267	740000	267496	RHEIN	Baetis_rhodani	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	101		
379	2010	746171	747000	171678	RHEIN	Baetis_rhodani	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	1		
348	2010	746211	746534	212000	RHEIN	Baetis_rhodani	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	11		
309	2010	746251	746000	251546	RHEIN	Baetis_rhodani	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	7		
253	2010	758259	758284	260000	RHEIN	Baetis_rhodani	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	11		
217	2010	770147	770878	148000	RHEIN	Baetis_rhodani	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	101		
85	2010	794163	794000	163314	INN	Baetis_rhodani	Baetis	Baetidae	Ephemeroptera	Insecta	EPT	1		
2264	2010	548219	548785	219000	RHONE	Centroptilum_luteolum	Centroptilum	Baetidae	Ephemeroptera	Insecta	EPT	11		
1977	2010	584243	584000	243405	RHEIN	Centroptilum_luteolum	Centroptilum	Baetidae	Ephemeroptera	Insecta	EPT	2		
1792	2010	608219	608000	219129	RHEIN	Centroptilum_luteolum	Centroptilum	Baetidae	Ephemeroptera	Insecta	EPT	1		
1762	2010	608259	608244	260000	RHEIN	Centroptilum_luteolum	Centroptilum	Baetidae	Ephemeroptera	Insecta	EPT	11		
1563	2010	626251	626000	251376	RHEIN	Centroptilum_luteolum	Centroptilum	Baetidae	Ephemeroptera	Insecta	EPT	11		
1526	2010	632195	632013	196000	RHEIN	Centroptilum_luteolum	Centroptilum	Baetidae	Ephemeroptera	Insecta	EPT	1		
1485	2010	632235	632185	235000	RHEIN	Centroptilum_luteolum	Centroptilum	Baetidae	Ephemeroptera	Insecta	EPT	3		
1342	2010	644243	644000	243851	RHEIN	Centroptilum_luteolum	Centroptilum	Baetidae	Ephemeroptera	Insecta	EPT	3		
1079	2010	674243	674435	244000	RHEIN	Centroptilum_luteolum	Centroptilum	Baetidae	Ephemeroptera	Insecta	EPT	11		
876	2010	692275	692000	275516	RHEIN	Centroptilum_luteolum	Centroptilum	Baetidae	Ephemeroptera	Insecta	EPT	2		
863	2010	698259	698709	260000	RHEIN	Centroptilum_luteolum	Centroptilum	Baetidae	Ephemeroptera	Insecta	EPT	1		
549	2010	722235	722000	235476	RHEIN	Centroptilum_luteolum	Centroptilum	Baetidae	Ephemeroptera	Insecta	EPT	1		
4057	2011	530163	530573	164000	RHONE	Alainites_muticus	Alainites	Baetidae	Ephemeroptera	Insecta	EPT	11		
4058	2011	542171	542000	171115	RHEIN	Alainites_muticus	Alainites	Baetidae	Ephemeroptera	Insecta	EPT	11		
4059	2011	548155	548000	155964	RHEIN	Alainites_muticus	Alainites	Baetidae	Ephemeroptera	Insecta	EPT	11		
4064	2011	584139	584000	139678	RHEIN	Alainites_muticus	Alainites	Baetidae	Ephemeroptera	Insecta	EPT	11		
4067	2011	590243	590000	243099	RHEIN	Alainites_muticus	Alainites	Baetidae	Ephemeroptera	Insecta	EPT	11		
4069	2011	596147	596000	147838	RHEIN	Alainites_muticus	Alainites	Baetidae	Ephemeroptera	Insecta	EPT	11		
4072	2011	602171	602561	172000	RHEIN	Alainites_muticus	Alainites	Baetidae	Ephemeroptera	Insecta	EPT	11		
4073	2011	602251	602799	252000	RHEIN	Alainites_muticus	Alainites	Baetidae	Ephemeroptera	Insecta	EPT	4		
